XID,Name,URL,RERA,Address,Price,Builder,Amenities,Possession Status,Sizes,Launch Date,Project Size,Project Area,Avg. Price,Configurations
r399106,Arihant One,https://housing.com/in/buy/projects/page/292164-arihant-one-by-arihant-group-in-noida-extension,UPRERAPRJ723911,"GH-02A/1, Sector 1, Noida Extension, Greater Noida",2.09 Cr - 2.78 Cr,ByArihant Group,"Amphitheater, Swimming Pool, Fountains, Water Conservation, Rain water Harvesting, Table Tennis, Mini Theatre, Gymnasium, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Multipurpose Room","Oct, 2028",1660 - 1930 sq.ft.,"Nov, 2023",4 Buildings - 1290 units,8.27 Acres (70% open),7.2 K/sq.ft,3 BHK Apartment
r269167,Godrej Golf Links Villas,https://housing.com/in/buy/projects/page/41289-godrej-golf-links-villas-by-godrej-properties-ltd-in-jaypee-greens,Rera Not Applicable,"Plot No. REP 1, Sector 27, Jaypee Golf Course, Pari Chowk, Near PI, Nawada Village, Greater Noida",2.65 Cr - 22.57 Cr,ByGodrej Properties Ltd.,"Amphitheater, Cricket Pitch, Tennis Court, Garbage Disposal, Swimming Pool, Fountains, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Kid's Pool, Flower Garden","Feb, 2031",2945 - 3660 sq.ft.,"Nov, 2023",6 Buildings - 956 units,10 Acres,19.82 K/sq.ft,"3.5, 4.5 BHK Apartments"
r392746,Mahaveer Empire,https://housing.com/in/buy/projects/page/285711-mahaveer-empire-by-millenium-group-in-taloja,P52000045990,"Survey No. 23/2 At Ghot, Taloja, Navi Mumbai",29.0 L - 47.88 L,ByMillenium Group,"Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Closed Car Parking, 24X7 Water Supply, Car Parking, Jogging Track, Street Lighting, Senior Citizen Siteout","May, 2023",480 - 826 sq.ft.,"Apr, 2021",,,7.79 K -9.44 K/sq.ft,"1, 2 BHK Apartments"
r384296,Viyaan Ananta,https://housing.com/in/buy/projects/page/295559-viyaan-ananta-by-riddhi-viyaan-ventures-in-beed-bypass,"P51500032300, P51500035035","Opp Surya Lawns, Beed Bypass, CHh. Sambhaji Nagar, Aurangabad",36.4 L - 1.03 Cr,ByRiddhi Viyaan Ventures,"Car Parking, Cricket Pitch, Temple, Multipurpose Hall, Indoor Games, Vastu Compliant, Party Hall, Landscaping & Tree Planting, Entrance Gate Security Cabin, Rain Water Harvesting, Club House",Ready to Move,700 - 985 sq.ft.,"Apr, 2019",13 Buildings - 1288 units,11.5 Acres,Price on request,"2, 3 BHK Apartments"
r430666,Aaradhya AG Heights II,https://housing.com/buy-aaradhya-ag-heights-ii-by-aaradhya-govind-bulders-in-panchyawala-jaipur-rajasthan-pid-328360,RAJ/P/2024/3197 (30/07/2024),"Narayan Puri, Vaishali Nagar West, Sirsi Road, Jaipur, Jaipur",61.15 L - 77.81 L,ByAaradhya Govind Bulders,"Swimming Pool, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Mini Theatre, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Jogging Track","Dec, 2028",1894 - 2177 sq.ft.,"Jan, 2024",1 Building - 12 units,0.36 Acres,15.22 K/sq.ft,4 BHK Apartment
r37202,TDI City Kundli,https://housing.com/in/buy/projects/page/236281-tdi-city-kundli-by-tdi-infratech-ltd-in-sector-58,Rera Not Applicable,"Kundli, Sector 58, Sonipat",59.26 L - 4.56 Cr,ByTDI Infratech Ltd,"Children's Play Area, Grocery Shop, Swimming Pool, Fountains, Lift(s), Landscaping & Tree Planting, Gymnasium, Fire Fighting System, School, Jogging Track, Gated Community","Sep, 2024",1300 - 1690 sq.ft.,"Aug, 2022",1 Building - 444 units,21 Acres,15.56 K/sq.ft,3 BHK Apartment
r420678,Urban Sereno,https://housing.com/buy-urban-sereno-by-urban-developers-and-builders-in-bidyadharpur-bhubaneswar-pid-319841,RP/19/2023/01078,"Mouza Nuagaon, Near IIIT Square, Gothapatna, Bhubaneswar",76.1 L - 1.14 Cr,ByURBAN DEVELOPERS AND BUILDERS,"Children's Play Area, Barbecue Area, Swimming Pool, Open Gym, Lift(s), Landscaping & Tree Planting, Badminton Court, Table Tennis, Gymnasium, Sun Deck, Car Parking",Ready to Move,767 - 1400 sq.ft.,"Dec, 2021",2 Buildings - 179 units,1.46 Acres,3.75 K/sq.ft,"2, 3 BHK Apartments"
r378890,Greenfield Diamond Avenue,https://housing.com/buy-greenfield-diamond-avenue-by-greenfield-housing-india-pvt-ltd-in-pattanam-coimbatore-pid-276749,TN/11/Layout/9527/2022,"Pattanam, Coimbatore",7.5 L - 59.96 L,ByGreenfield Housing India Pvt Ltd,"24X7 Water Supply, Multipurpose Hall, Solar Lighting, Gated Community, Indoor Games, Compound Wall, Exotic Plantation, 24x7 Security, 24x7 CCTV Surveillance, Gymnasium","Jan, 2025",613 - 1252 sq.ft.,"Oct, 2022",5 Buildings - 370 units,13.22 Acres,2.61 K -4.07 K/sq.ft,"2, 3 BHK Apartments"
r403674,Leverage Green Heights,https://housing.com/buy-leverage-green-heights-by-leverage-group-in-shankarpur-nagpur-maharashtra-pid-293143,N/A,"Shankarpur, Wardha Road, Nagpur",39.9 L - 58.9 L,ByLeverage Group,N/A,"Sep, 2026",1195 - 3285 sq.ft.,"Feb, 2023",14 Buildings - 400 units,6 Acres,Price on request,"2, 3, 4, 5 BHK Apartments"
r428601,Kochar Jewel,https://housing.com/in/buy/projects/page/324794-kochar-jewel-by-kochar-homes-pvt-ltd-in-velachery,TN/29/Building/0045/2024,"No385, 386 Velachery Main Road, Chennai south, Chennai",2.17 Cr - 3.64 Cr,ByKochar Homes Pvt Ltd,"Children's Play Area, Multipurpose Hall, Swimming Pool, Indoor Games, Rain Water Harvesting, Gymnasium, Kid's Pool, Intercom","Sep, 2019",1857 - 4115 sq.ft.,"Nov, 2015",437 units,7 Acres,9.67 K/sq.ft,"3, 4, 5 BHK Apartment,Duplexes"
r368704,Ashtvinayak Uptown,https://housing.com/buy-ashtvinayak-uptown-by-bhoomi-enterprise-in-sughad-ahmedabad-pid-238840,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA07301/100820,"Nr. Satyamev Chhavni Icon, Nr. Tapovan Circle, S.P. Ring Road, Sughad, Chandkheda, North West, Gandhinagar",50.51 L - 71.5 L,ByBhoomi Enterprise,"Children's Play Area, Entrance Lobby, Lift(s), Landscaping & Tree Planting, Water Storage, 24x7 CCTV Surveillance, Gymnasium, 24X7 Water Supply, Jogging Track, Multipurpose Hall, Senior Citizen Siteout","Dec, 2024",1163 - 1453 sq.ft.,"Jan, 2023",109 units,6.04 Acres,2.6 K/sq.ft,Residential Plots
r381250,Navins Hanging Gardens,https://housing.com/in/buy/projects/page/265359-navins-hanging-gardens-by-navins-housing-properties-in-valasaravakkam,TN/29/Building/318/2021,"142, Arcot Rd, Valasaravakkam, Chennai west, Chennai",1.48 Cr - 2.42 Cr,ByNavin's Housing & Properties,"Children's Play Area, Entrance Lobby, Lift(s), 24x7 CCTV Surveillance, Gymnasium, 24X7 Water Supply, Car Parking, Multipurpose Hall, Gated Community, Rain Water Harvesting, 24x7 Security",Ready to Move,1335 - 1455 sq.ft.,"Jul, 2022",1 Building - 8 units,0.5 Acres,Price on request,3 BHK Apartment
r424433,Provident Botanico,https://housing.com/in/buy/projects/page/313031-provident-botanico-by-provident-housing-limited-in-thirumalashettyhally,N/A,"Soukya Road, WhiteField, Bangalore East , Bangalore",88.9 L - 1.27 Cr,ByProvident Housing Limited,N/A,"Dec, 2028",1100 - 1500 sq.ft.,"Apr, 2024",1 Building - 24 units,,5.22 K/sq.ft,4 BHK Apartment
r426628,Promise Of Spring,https://housing.com/in/buy/projects/page/319203-promise-of-spring-by-assetz-property-group-in-devanahalli,PRM/KA/RERA/1251/309/PR/030424/006771,"15 mins from BIAL, NH 44, Kasaba Hobli, Devanahalli, North Bangalore, Bangalore",1.26 Cr - 1.49 Cr,ByAssetz Property Group,"Children's Play Area, Squash Court, Yoga / Meditation Area, Futsal, Tennis Court, Basketball Court, Swimming Pool, Banquet Hall, Table Tennis, Gymnasium","Jun, 2027",516 - 1326 sq.ft.,"Jul, 2022",4 Buildings - 404 units,0.69 Acres,Price on request,"2, 3, 4 BHK Apartments"
r421530,DS Max Sista Grand,https://housing.com/in/buy/projects/page/312322-ds-max-sista-grand-by-dsmax-properties-private-limited-in-nagarur-colony,PRM/KA/RERA/1251/310/PR/151223/006489,"Sy No. 119/2, 119/3, 119/4 And 119/5 Of Uttarahalli, Bangalore-Mumbai Economic Corridor, Bangalore",67.92 L - 1.39 Cr,ByDS-MAX Properties Private Limited,"Amphitheater, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Electrification(Transformer, Solar Energy etc), Closed Car Parking, Car Parking, 24X7 Water Supply, Street Lighting, Gated Community, Sports Facility","Dec, 2023",1067 - 1423 sq.ft.,"Oct, 2021",1500 units,52.27 Acres,11 K - 12.5 K/sq.ft,"2.5, 3.5 BHK Apartments"
r394754,Subham Garden,https://housing.com/in/buy/projects/page/326558-subham-garden-by-subham-buildcon-in-tilikiam,RERAA JO 18 OF 2022-2023,"Near Bidyut Kunj School, Charingia Gaon, Jorhat",18.48 L - 39.1 L,BySubham Buildcon,"Children's Play Area, Tennis Court, Swimming Pool, Fire Sprinklers, Lift(s), Landscaping & Tree Planting, Badminton Court, Table Tennis, 24x7 CCTV Surveillance, Gymnasium, Fire Fighting System","Oct, 2026",1159 - 3756 sq.ft.,"Apr, 2024",639 units,10.76 Acres (78% open),4.69 K/sq.ft,"2, 3, 4 BHK Villa,Apartments"
r433760,Nand Yashoda Highrrise,https://housing.com/buy-nand-yashoda-highrrise-by-11-square-feet-in-chandrakiran-nagar-nagpur-maharashtra-pid-328672,P50500077325,"Plot No. 4, Narsala, Nagpur",14.99 L - 23.61 L,By11 Square Feet,"Children's Play Area, Solar Lighting, Solid Waste Management And Disposal, Open Gym, Lift(s), Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Fire Fighting System, Flower Garden, Community Buildings, 24X7 Water Supply","Dec, 2025",1410 - 2035 sq.ft.,,360 units,3.3 Acres,6.6 K -8.73 K/sq.ft,"2, 3 BHK Apartments"
r435798,Shree Aarna Sky Waves,https://housing.com/buy-shree-aarna-sky-waves-by-shree-aarna-group-in-new-alkapuri-vadodara-pid-274128,PR/GJ/VADODARA/VADODARA/Others/MAA09797/090222,"24 Meter Gotri Road, Opposite Sepal Residency, New Alkapuri, Vadodara",63.0 L - 92.01 L,ByShree Aarna Group,"Gazebo, Swimming Pool, Fountains, Fire Sprinklers, Landscaping & Tree Planting, Mini Theatre, Gymnasium, Fire Fighting System, Closed Car Parking, 24X7 Water Supply, Car Parking","Sep, 2023",480 - 3079 sq.ft.,"Dec, 2022",401 units,17.5 Acres,5 K/sq.ft,Residential Plots
r381691,Sudarshan Landmark,https://housing.com/in/buy/projects/page/272369-sudarshan-landmark-by-surdrashan-builder-and-developers-in-jogeshwari-east,P51800030993,"Plot Bearing Cts No 79,79 1 T O 3 Of Village Ismalia, Hindu Friends Society Road, Natwar Nagar Road No5, Jogeshwari East, Western Suburbs, Mumbai",1.2 Cr - 3.95 Cr,BySurdrashan Builder And Developers,"Closed Car Parking, 24X7 Water Supply, Fire Sprinklers, Storm Water Drains, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Power Backup",Ready to Move,1210 sq.ft.,"May, 2021",2 Buildings - 478 units,4.11 Acres (72% open),4.42 K/sq.ft,2 BHK Apartment
r402775,Aishwarya Sarasbaug,https://housing.com/in/buy/projects/page/289542-aishwarya-sarasbaug-by-lohia-jain-malpani-properties-in-shukrawar-peth,N/A,"CTS No. 983/1 Part, Final Plot No. 500/1, Shukrawar Peth, Pune",3.08 Cr - 6.41 Cr,ByLohia Jain Malpani Properties,N/A,"Mar, 2027",1868 - 2186 sq.ft.,"Feb, 2023",1 Building - 105 units,1.24 Acres,7 K/sq.ft,3 BHK Apartment
r398492,Dions Skywalk,https://housing.com/in/buy/projects/page/308113-dions-skywalk-by-dion-infratech-pvt-ltd-in-cda-sector-8,MP/07/2022/00767,"Plot No-3b/1326, 1st Floor, Cda, Sector 8, Cuttack",79.8 L - 1.52 Cr,ByDion Infratech Pvt Ltd,"Cricket Pitch, Sauna Bath, Grocery Shop, Swimming Pool, Fire Sprinklers, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Gymnasium, Electrification(Transformer, Solar Energy etc), Water Softner Plant","Jun, 2023",1333 - 1758 sq.ft.,"Jan, 2010",1 Building - 336 units,2 Acres (25% open),72 K/sq.ft,"3, 4 BHK Apartments"
r429563,Fortune Prime,https://housing.com/buy-fortune-prime-by-fortune-group-in-manjalpur-vadodara-pid-325617,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MAA13711/250624/300929,"Beside Reliance Super Store, Nr Bahubali Cirlcle, Manjalpur, Vadodara",68.0 L - 1.75 Cr,ByFortune Group,"Children's Play Area, Yoga / Meditation Area, Salon, Gazebo, Spa, Swimming Pool, Entrance Gate Security Cabin, Mini Theatre, 24x7 CCTV Surveillance, Gymnasium, Video Door Security","Dec, 2027",1500 - 2379 sq.ft.,,,,12.05 K/sq.ft,"3, 4 BHK Apartments"
r419794,Trishul Happy Homes Varenya,https://housing.com/in/buy/projects/page/312311-trishul-happy-homes-varenya-by-trishul-builders-and-promoters-in-sarjapur,Rera Not Applicable,"Next To Prestige Smart City, Dommasandra, Sarjapur, Sarjapur Road, Bangalore",49.82 L - 70.88 L,ByTrishul Builders And Promoters,"24X7 Water Supply, Gated Community, Indoor Games, Rain Water Harvesting, 24x7 Security, 24x7 CCTV Surveillance, Party Lawn, Power Backup, Sewage Treatment Plant","Jul, 2029",580 - 2210 sq.ft.,"Jul, 2023",2 Buildings - 676 units,,5.91 K/sq.ft,"1, 2, 3 BHK Apartments"
r426644,BPTP The Amaario,https://housing.com/in/buy/projects/page/321027-bptp-the-amaario-by-bptp-limited-in-sector-37d,N/A,"Sector 37D, Dwarka Expressway, Gurgaon",5.48 Cr,ByBPTP Limited,N/A,"Nov, 2022",1099 - 2450 sq.ft.,"Nov, 2018",8 Buildings - 650 units,9 Acres (85% open),Price on request,"2, 3, 4 BHK Apartments"
r384074,Surabhis Signature Villas Extension,https://housing.com/in/buy/projects/page/317692-surabhis-signature-villas-extension-by-surabhi-estates-private-limited-in-osman-nagar,N/A,"Tellapur, Osman Nagar, West Hyderabad, Hyderabad",84.04 L - 4.02 Cr,BySurabhi Estates Private Limited,N/A,"Dec, 2016",1040 - 3015 sq.ft.,"Dec, 2008",20 Buildings - 2650 units,38 Acres,17.37 K -22.97 K/sq.ft,"2, 3, 4 BHK Apartments"
r419876,Wave By Raghava,https://housing.com/in/buy/projects/page/310489-the-wave-by-raghava-projects-in-tellapur,P01100007254,"Kollur, West Hyderabad, Hyderabad",1.2 Cr - 1.39 Cr,ByRaghava Projects,"Spa, Skating Rink, Swimming Pool, Fire Sprinklers, Table Tennis, Mini Theatre, Gymnasium, Car Parking, Jogging Track, Senior Citizen Siteout, Indoor Games","Oct, 2026",902 - 1863 sq.ft.,"Jul, 2022",1 Building - 174 units,1.5 Acres,8.5 K -12.38 K/sq.ft,"2, 3 BHK Apartments"
r260370,63 DEGREE EAST,https://housing.com/in/buy/projects/page/35282-63-degree-east-by-assetz-property-group-in-chikkakannalli,N/A,"Chikkanayakanahalli At Off Sarjapur, South Bangalore, Bangalore",1.2 Cr - 2.21 Cr,ByAssetz Property Group,N/A,"Dec, 2025",446 - 1092 sq.ft.,"Apr, 2022",2 Buildings - 252 units,1.73 Acres,8.8 K -14.5 K/sq.ft,"1, 2, 3 BHK Apartments"
r418843,Smartworld The Edition,https://housing.com/in/buy/projects/page/310536-smartworld-the-edition-by-smartworld-developers-in-sector-66,RC/REP/HARERA/GGM/756/488/2023/100,"Sector 66, Golf Course Extension Road, Gurgaon",5.84 Cr - 7.25 Cr,BySmartworld Developers,"Amphitheater, Tennis Court, Swimming Pool, Skating Rink, Landscaping & Tree Planting, Mini Theatre, Business Suites, Gymnasium, Car Parking, Squash Court, Jogging Track",,,,,,,
r349023,Suvidha Shree Kapileshwar Dwelling,https://housing.com/buy-suvidha-shree-kapileshwar-dwelling-by-suvidha-developers-vadodara-in-new-karelibaug-vadodara-pid-230411,N/A,"Rs 574 Paiki 1 ,tp 2 Fp 24 Sayajipura, Vadodara",Price on Request,BySuvidha Developers Vadodara,N/A,,,,,,,
r103296,Kundan Praangan,https://housing.com/in/buy/projects/page/290034-kundan-praangan-by-kundan-spaces-llp-in-bopkhel,N/A,"31 Nearby Geet Govind Chowk Bopkhel Pune CME, Bopkhel, Pimpri Chinchwad, Pune",43.49 L - 88.37 L,ByKundan Spaces LLP,N/A,,,,,,,
r368140,KK Marks,https://housing.com/in/buy/projects/page/327126-kk-marks-by-k-k-group-infra-realty-in-ravet,P52100025777,"Sr No.100/3, Ravet, Pimpri Chinchwad, Pune",Price on Request,ByK K Group Infra Realty,"Children's Play Area, Solid Waste Management And Disposal, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Car Parking, 24X7 Water Supply, Jogging Track",,,,,,,
r328927,Samraat Apna Ghar,https://housing.com/buy-samraat-apna-ghar-by-samraat-group-in-gangapur-nashik-pid-295553,"P51600020299, P51600020657, P51600029928","Survey No. 49/1/2 50/2 Someshwar Satpur Link Road, Canal Road, Behind Serene Meadows, Gangapur Road, Nashik",31.2 L - 42.5 L,BySamraat Group,"Amphitheater, Gazebo, Skating Rink, Fire Sprinklers, Table Tennis, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Pergola, Sewage Treatment Plant, Intercom",,,,,,,
r432274,Sumanth Sreshta Sri Vidya Theertha Kripa,https://housing.com/in/buy/projects/page/130910-sumanth-sreshta-sri-vidya-theertha-kripa-by-sumanth-co-in-adyar,N/A,"Sivasunder Avenue First Street, Thiruvanmiyur, Chennai south, Chennai",1.07 Cr,BySumanth & CO,N/A,,,,,,,
r426093,Sharanya Kadamb,https://housing.com/buy-sharanya-kadamb-by-sharanya-infracon-in-thaltej-ahmedabad-pid-320309,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA13375/230424/311228,"B/h, Aryaman Bungalows, Sharanya Group, Thaltej Shilaj Rd, Nr. Sankalp Garace 3, Opp. Zion Windfield, Shilaj, North West, Ahmedabad",2.85 Cr - 3.35 Cr,BySharanya Infracon,"Swimming Pool, Fire Sprinklers, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Fire Fighting System, Electrification(Transformer, Solar Energy etc), Closed Car Parking, Car Parking, 24X7 Water Supply, High-tech alarm system",,,,,,,
r396984,Whiteland Blissville Phase 3,https://housing.com/in/buy/projects/page/283038-whiteland-blissville-phase-3-by-whiteland-corporation-private-limited-in-sector-76,GGM/598/330/2022/73 DATED 01.08.2022,"Sector 76, New Gurgaon, Gurgaon",2.02 Cr - 2.63 Cr,ByWhiteland Corporation Private Limited,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Fire Alarm, Gazebo, Sports Area, Swimming Pool, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Aerobics Room",,,,,,,
r407796,Myra,https://housing.com/in/buy/projects/page/295707-myra-by-siva-sai-infra-projects-in-kollur,N/A,"Pati, Kollur, West Hyderabad, Hyderabad",2.42 Cr - 2.87 Cr,BySIVA SAI INFRA PROJECTS,N/A,,,,,,,
r383945,Eden Willow Estate,https://housing.com/buy-eden-willow-estate-by-eden-group-in-narendrapur-kolkata-pid-271748,WBRERA/P/SOU/2023/000236,"Malancha-Bazaar, Narendrapur, Boral Main Road-Naredrapur, Kolkata",28.76 L - 52.5 L,ByEden Group,"Natural Pond, Waiting Lounge, Swimming Pool, Landscaping & Tree Planting, Fire Fighting System, Kid's Pool, Gymnasium, Car Parking, Multipurpose Room, Senior Citizen Siteout, Gated Community",,,,,,,
r396979,Atri Aqua,https://housing.com/buy-atri-aqua-by-atri-group-in-narendrapur-kolkata-pid-288187,RERA Not Applicable,"Narendrapur, South Kolkata, Kolkata",24.93 L - 32.62 L,ByAtri Group,"Amphitheater, Yoga / Meditation Area, Swimming Pool, Fountains, Badminton Court, Table Tennis, Creche/Day Care, Kid's Pool, Gymnasium, Fire Fighting System, Car Parking",,,,,,,
r406695,Dream World,https://housing.com/in/buy/projects/page/295915-dream-world-by-manjeet-pride-group-in-cidco,P51500049793,"Prozone Road, Opp. Cidco N1, Behind Physics Wallah Vidyapeeth, Cidco, Aurangabad",75.0 L - 2.2 Cr,ByManjeet Pride Group,"Waiting Lounge, Amphitheater, Changing Room, Spa, Swimming Pool, Water Conservation, Rain water Harvesting, Fire Fighting System, Kid's Pool, Gymnasium, Car Parking, Golf Course",,,,,,,
r259309,Suraj Oranje Castle,https://housing.com/buy-suraj-oranje-castle-by-suraj-infra-ventures-pvt-ltd-in-gomti-nagar-lucknow-pid-203043,UPRERAPRJ6917 & UPRERAPRJ9181,"Sector 7, Gomti Nagar, Amar Shaheed Path	, Lucknow",1.77 Cr - 4.04 Cr,BySuraj Infra Ventures Pvt Ltd,"Cricket Pitch, Tennis Court, Sauna Bath, Spa, Swimming Pool, Landscaping & Tree Planting, Mini Theatre, Gymnasium, Squash Court, 24X7 Water Supply, Multipurpose Room",,,,,,,
r428587,One Square,https://housing.com/in/buy/projects/page/324513-one-square-by-roofvest-real-estate-llp-in-sholinganallur,N/A,"Sholinganallur, Chennai south, Chennai",27.0 L,ByRoofvest Real Estate LLP,N/A,,,,,,,
r426162,Chandak Highscape City 1A,https://housing.com/in/buy/projects/page/319820-chandak-highscape-city-1a-by-chandak-group-in-chembur,N/A,"CTS No. 200 (Part) Chembur, Mumbai Harbour, Mumbai",1.13 Cr - 1.96 Cr,ByChandak Group,N/A,,,,,,,
r425849,Bhima Vishaka,https://housing.com/buy-bhima-vishaka-by-bhima-properties-in-madaragalli-mysore-pid-319691,PRM/KA/RERA/1268/378/PR/060424/006776,"Survey No112/2, 113, Madaragalli, Mysore",30.23 L - 37.76 L,ByBhima Properties,N/A,,,,,,,
r397857,The Nest Craft,https://housing.com/in/buy/projects/page/282891-the-nest-craft-by-the-nest-builder-in-sithalapakkam,TN/01/Building/0144/2023,"Sholinganallur, Chennai south, Chennai",72.48 L - 78.28 L,ByThe Nest Builder,"Children's Play Area, Security Cabin, 24X7 Water Supply, High Speed Elevators, Senior Citizen Siteout, Indoor Games, Water Conservation, Rain water Harvesting, 24x7 Security, 24x7 CCTV Surveillance, Gymnasium, Power Backup",,,,,,,
